Date,Price,Open,High,Low,Vol.,Change %
2024-07-04,265.35,270.7,274.4,264.55,19.52M,-1.54%
2024-07-05,267.55,265.67,268.25,264.73,10.38M,0.83%
2024-07-08,270.6,267.98,271.5,267.5,12.18M,1.14%
2024-07-09,270.5,272.0,272.48,268.8,8.68M,-0.04%
2024-07-10,267.77,270.5,271.67,265.88,9.23M,-1.01%
2024-07-11,267.05,268.35,269.77,265.0,8.81M,-0.27%
2024-07-12,280.08,272.5,282.4,270.77,54.19M,4.88%
2024-07-15,279.85,283.45,283.45,278.08,16.10M,-0.08%
2024-07-16,279.85,280.92,281.3,278.2,11.24M,0.00%
2024-07-18,286.6,278.27,287.2,278.17,25.02M,2.41%
2024-07-19,278.6,289.95,289.95,277.35,26.52M,-2.79%
2024-07-22,252.9,260.5,263.38,250.77,76.01M,-9.22%
2024-07-23,250.27,254.0,254.0,243.18,25.85M,-1.04%
2024-07-24,250.05,251.25,253.18,249.93,12.24M,-0.09%
2024-07-25,253.43,248.0,253.75,246.65,21.89M,1.35%
2024-07-26,262.4,255.0,264.27,254.25,26.15M,3.54%
2024-07-29,262.2,264.0,265.27,261.42,12.01M,-0.08%
2024-07-30,260.75,262.2,263.48,259.88,10.82M,-0.55%
2024-07-31,261.0,260.9,262.45,259.73,7.76M,0.10%
2024-08-01,260.77,261.5,263.4,258.75,10.76M,-0.09%
2024-08-02,251.07,257.5,259.63,250.5,15.65M,-3.72%
2024-08-05,242.5,245.0,247.93,240.13,21.94M,-3.42%
2024-08-06,244.75,244.88,249.68,243.3,11.27M,0.93%
2024-08-07,248.7,249.35,250.05,246.32,7.08M,1.61%
2024-08-08,243.65,247.0,247.0,243.18,13.16M,-2.03%
2024-08-09,245.65,247.68,248.23,244.82,6.07M,0.82%
2024-08-12,244.52,245.77,247.0,243.7,7.34M,-0.46%
2024-08-13,245.25,244.52,246.35,243.57,6.29M,0.30%
2024-08-14,247.57,246.5,248.43,245.23,11.12M,0.95%
2024-08-16,258.13,250.5,258.73,248.98,25.93M,4.26%
2024-08-19,259.88,258.0,261.6,256.85,11.47M,0.68%
2024-08-20,262.33,259.95,263.8,259.83,9.54M,0.94%
2024-08-21,263.17,261.7,264.05,260.52,6.45M,0.32%
2024-08-22,259.5,263.9,265.27,259.02,11.50M,-1.40%
2024-08-23,256.2,259.95,260.73,255.68,11.28M,-1.27%
2024-08-26,260.0,258.0,262.4,257.98,17.35M,1.48%
